"field_id","fp_id","harvest","PAN","lab_no","doy","fb","fb_sample","db_sample","db_p","db","logdb","n","c","cn_ratio","adf","source",".partitions","pls_n_pred","pls_adf_pred","rf_n_pred","rf_adf_pred","gp_n_pred","gp_adf_pred","svm_n_pred","svm_adf_pred"
"BG","A05","H1",65.49271367,340,"166",0.264333333,58,21.90333333,38.81763333,0.0989,-2.31364604035347,1.4639,44.3445,30.2920281439989,33.0177,"Rhön","2",1.70067111910051,30.6711011781829,1.53274835161973,30.6552726532466,1.52269844525907,31.5039453694525,1.57884861590923,31.6943664089159
"BG","A06","H2",69.6562536566667,340,"178",0.111,56.2,23.95666667,43.35863333,0.0469,-3.0597376035299,1.326,43.567,32.8559577677225,33.4883,"Rhön","2",1.56210961565873,32.495272102934,1.33315740665647,32.1024650329786,1.83234009023077,30.780324273571,1.45726635149764,32.4460794168594
"BG","A07","H2",67.65226602,340,"178",0.071,41.13333333,19.48,47.5224,0.0336,-3.39322921201298,1.2314,43.8318,35.5950950138054,33.6144,"Rhön","2",1.53677294494405,32.1978231211111,1.34831084545643,31.830677980533,1.75652191976215,30.8051300354803,1.64084941257131,30.43271620251
"BGL","B09","H2",63.5274729133333,340,"178",1.347333333,368.4,95.36,28.92895204,0.3902,-0.941095850793126,1.65859824,43.06298989,25.963484616986,31.97867779,"Rhön","2",1.89117617198965,30.3310751720422,1.5061229532939,31.0391967259413,1.84897181466488,30.5004317358319,1.68046292756873,31.40881576769
"BGL","B14","H3",31.33235775,340,"192",0.677933333,156.3333333,57.84,37.6378979,0.253133333,-1.37383892116937,1.209570043,42.34881069,35.0114579433247,29.32335764,"Rhön","2",1.26296851302261,32.6920161924197,1.3265975214587,32.3531910317013,1.2761863103444,32.477865061735,1.20464481211818,32.4564883436495
"BGL","B15","H3",30.50914718,340,"192",0.833133333,208.2666667,71.03666667,35.12526079,0.284133333,-1.25831166859894,1.273332874,42.4829221,33.3635634227724,31.60896715,"Rhön","2",1.17521279543109,33.0650089832723,1.31503462686403,32.3574859675133,1.28716852083773,32.2145016868925,1.17082717701746,32.3411648889354
"GH","C01","H1",32.3216810933333,340,"166",1.093333333,139,38.21,27.50976667,0.2995,-1.20564086142663,1.3657,43.1018,31.5602255253716,34.0854,"Rhön","2",1.84353047932898,30.1356627553698,1.8374924432126,30.1966543140376,1.66985206601505,30.9751381471922,1.43440279128868,33.2874831153258
"GH","C03","H1",73.7973808933333,340,"166",1.263,164.6666667,44.44333333,26.95623333,0.340466667,-1.07743805245765,1.2779,43.1951,33.8016276703967,32.8416,"Rhön","2",1.82948870202095,30.537425445795,1.42623138254857,32.629172825643,1.44712489387631,32.2298852793342,1.36643308788625,32.1497631236326
"GH","C15","H3",45.1750079,340,"192",1.1026,188.9333333,61.01333333,32.5526,0.3565,-1.03142103912779,0.9731,43.0522,44.2423183639914,36.6214,"Rhön","2",1.4403656163362,32.5780570247105,1.29257188801633,32.3813904481697,1.54829620910537,32.2158390539736,1.52994767358661,32.5360581084151
"GHL","D05","H1",112.3226951,340,"166",1.409,328.6666667,67.78666667,22.59658006,0.318633333,-1.14371426362666,1.991468215,43.36111265,21.7734394771648,29.47686661,"Rhön","2",2.52556493664562,26.2566274976995,1.84880726544343,30.2331697404243,1.80403795429543,30.4845245626939,1.96808561871661,27.8751655775753
"GHL","D06","H2",57.6469730533333,340,"178",0.4444,98.8,34.06,34.77847818,0.153233333,-1.8757934670134,1.3844,43.0757,31.115067899451,30.2434,"Rhön","2",1.67282197761758,30.5647604983359,1.48105586527363,31.6906882714043,1.49761722957825,31.4704660782568,1.22601682165081,32.1461118395867
"GHL","D10","H2",62.0711473133333,340,"178",1.051666667,298.6666667,83.05666667,31.32548457,0.3265,-1.11932533026565,1.650502297,43.19684862,26.1719409288408,29.88724302,"Rhön","2",1.95254042727836,29.3658534579591,1.49417364586793,31.3911320382,1.51239813358482,31.2613099401464,1.37760042047399,31.0584086535666
